Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	BF5	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NFRAN_RS14395	NZ_LR216287.1	2249034	2249384	+	351	1205	1374	1253	1261	1244	1180	1199	1227	1466	1701
NFRAN_RS10625	NZ_LR216287.1	2249461	2250918	+	1458	16962	18085	17638	18871	16018	16955	16277	15476	17423	21028
NFRAN_RS10630	NZ_LR216287.1	2251114	2251539	-	426	1640	1252	1287	1340	1367	1395	1295	1391	1831	2164
NFRAN_RS10635	NZ_LR216287.1	2251776	2253308	-	1533	14038	13574	14588	14082	13662	12922	12673	12396	14264	18207
NFRAN_RS14400	NZ_LR216287.1	2253577	2253705	-	129	29	14	37	14	24	48	33	12	64	41
NFRAN_RS10640	NZ_LR216287.1	2253710	2254714	+	1005	167	180	170	234	236	350	320	302	418	440
NFRAN_RS10645	NZ_LR216287.1	2254990	2255217	+	228	76	123	164	122	171	289	242	187	259	394
NFRAN_RS10650	NZ_LR216287.1	2255525	2256001	-	477	2121	2931	2105	2804	3104	5577	5762	5999	6184	9317
NFRAN_RS10655	NZ_LR216287.1	2260954	2261559	+	606	22	18	56	69	56	48	42	24	25	79
NFRAN_RS13960	NZ_LR216287.1	2262195	2262377	+	183	21	67	51	69	86	46	46	41	25	45
NFRAN_RS10660	NZ_LR216287.1	2262753	2263010	+	258	182839	101015	148374	175796	127303	111791	96591	105960	126490	139824
NFRAN_RS10665	NZ_LR216287.1	2263623	2264138	-	516	26	89	20	36	42	62	66	33	54	75
NFRAN_RS10670	NZ_LR216287.1	2264239	2264619	-	381	0	0	0	1	0	1	3	2	9	0
NFRAN_RS10675	NZ_LR216287.1	2264662	2264850	-	189	12	36	15	20	11	41	17	1	9	46
NFRAN_RS10680	NZ_LR216287.1	2265925	2266725	+	801	367	420	242	369	405	521	438	541	569	661
NFRAN_RS10685	NZ_LR216287.1	2267275	2268048	-	774	1720	2314	1917	2521	2564	3672	4019	3495	4281	5274
NFRAN_RS10690	NZ_LR216287.1	2269026	2270354	-	1329	853	777	833	894	635	773	810	758	928	1250
NFRAN_RS10695	NZ_LR216287.1	2270672	2271382	+	711	200	319	231	214	222	251	246	258	409	359
NFRAN_RS10700	NZ_LR216287.1	2271652	2272236	+	585	2148	2690	2772	2971	2397	2405	2444	2369	2657	3580
NFRAN_RS10705	NZ_LR216287.1	2272374	2273429	-	1056	119	72	163	70	76	93	80	121	144	212
NFRAN_RS13965	NZ_LR216287.1	2274106	2274261	-	156	24293	27761	42885	27223	13188	3558	4156	3029	3515	4210
NFRAN_RS10710	NZ_LR216287.1	2275086	2276474	-	1389	1521	1303	1798	1620	1665	1426	1131	1214	1333	1324
NFRAN_RS10715	NZ_LR216287.1	2276578	2277003	-	426	716	585	824	805	752	588	592	547	478	693
NFRAN_RS10720	NZ_LR216287.1	2277174	2277776	+	603	12289	12362	12804	9821	13880	20136	15711	16279	20566	19070
NFRAN_RS10725	NZ_LR216287.1	2278422	2278718	-	297	2582	2089	3466	3828	2598	1483	1658	1347	1526	2193
NFRAN_RS10730	NZ_LR216287.1	2279221	2279826	-	606	0	0	8	11	14	7	0	1	6	10
NFRAN_RS10735	NZ_LR216287.1	2280036	2280704	+	669	3948	4663	3587	4286	3999	5788	5067	5050	6386	7406
NFRAN_RS10740	NZ_LR216287.1	2280972	2281601	-	630	1215	1231	1380	1185	1194	988	1141	960	1191	1639
NFRAN_RS10745	NZ_LR216287.1	2282337	2283305	+	969	16392	15394	17954	19150	15792	14114	16612	13728	13610	19374
NFRAN_RS10755	NZ_LR216287.1	2283929	2285008	+	1080	4426	4158	4938	5447	4788	4116	4035	3586	4317	5231
NFRAN_RS10760	NZ_LR216287.1	2285500	2286585	+	1086	535	706	610	566	777	828	839	695	926	1045
NFRAN_RS10765	NZ_LR216287.1	2286570	2286938	+	369	268	368	332	284	360	395	457	462	605	565
NFRAN_RS10770	NZ_LR216287.1	2287094	2288500	+	1407	6857	7623	7870	8523	6153	7517	6961	6123	6931	8160
NFRAN_RS10775	NZ_LR216287.1	2288691	2288981	+	291	222	511	312	368	326	268	319	363	387	533
NFRAN_RS10780	NZ_LR216287.1	2289272	2289679	-	408	665	1045	1606	1410	1454	852	701	903	1070	1246
NFRAN_RS10785	NZ_LR216287.1	2291463	2293370	-	1908	3853	3725	4010	4228	3825	4488	3769	4378	4133	6211
NFRAN_RS10790	NZ_LR216287.1	2293671	2294204	-	534	73	81	82	106	100	90	75	63	108	131
NFRAN_RS10795	NZ_LR216287.1	2295063	2296034	-	972	485	566	530	706	646	942	916	705	859	1277
NFRAN_RS10800	NZ_LR216287.1	2296537	2297025	+	489	4351	4032	5184	5974	5129	5150	5639	5189	5957	7165
NFRAN_RS10805	NZ_LR216287.1	2297507	2298985	+	1479	2315	2504	2049	2292	3234	3900	3652	3748	4561	5136
NFRAN_RS13970	NZ_LR216287.1	2299105	2299476	+	372	346	167	373	319	499	569	418	476	534	717
NFRAN_RS10815	NZ_LR216287.1	2299704	2300195	+	492	872	889	920	888	785	725	756	725	756	1041
NFRAN_RS10820	NZ_LR216287.1	2300390	2300929	-	540	1498	1581	1527	1686	1515	2046	2354	1998	1904	2450
NFRAN_RS10825	NZ_LR216287.1	2301358	2302380	-	1023	4157	3858	4170	4259	4283	4598	4056	3899	4886	5817
NFRAN_RS10830	NZ_LR216287.1	2302916	2303578	+	663	186	282	228	282	437	511	534	545	396	711
NFRAN_RS10835	NZ_LR216287.1	2304148	2304510	+	363	267	396	588	833	486	378	312	266	497	503
NFRAN_RS10840	NZ_LR216287.1	2305413	2306222	-	810	670	675	1045	859	736	695	648	680	668	979
NFRAN_RS10845	NZ_LR216287.1	2306424	2307455	+	1032	1309	1380	1135	1489	1591	1795	1700	1759	1863	2540
NFRAN_RS10850	NZ_LR216287.1	2307802	2308212	+	411	71	90	73	110	96	85	119	90	115	141
NFRAN_RS10855	NZ_LR216287.1	2308419	2309423	+	1005	515	573	806	703	781	540	439	499	578	708
NFRAN_RS10860	NZ_LR216287.1	2310197	2310727	+	531	3868	3484	5996	5735	4297	2453	2336	2463	2370	3662
NFRAN_RS13975	NZ_LR216287.1	2311448	2311603	+	156	54	56	106	97	56	36	45	47	92	108
NFRAN_RS10865	NZ_LR216287.1	2312192	2313646	-	1455	11315	14701	11845	11821	15578	14363	14860	16366	18667	21961
NFRAN_RS10870	NZ_LR216287.1	2314355	2314549	+	195	21654	14074	26844	37708	29648	22715	22962	20308	20625	26995
NFRAN_RS10875	NZ_LR216287.1	2315021	2315281	+	261	1708	1940	2084	2432	2103	1959	2021	2192	2573	3195
NFRAN_RS10880	NZ_LR216287.1	2315855	2316358	+	504	753	747	909	800	952	1962	2339	2070	2659	3086
NFRAN_RS10885	NZ_LR216287.1	2316603	2319023	-	2421	1581	1645	1093	1241	1304	1898	1653	1852	1876	2655
NFRAN_RS10890	NZ_LR216287.1	2319367	2320194	+	828	1862	1576	1912	1893	1885	2061	1847	1813	1917	2751
NFRAN_RS10895	NZ_LR216287.1	2320354	2320971	-	618	620	610	1082	1244	679	1196	1285	1090	1223	1116
NFRAN_RS10900	NZ_LR216287.1	2321430	2322026	-	597	2822	3069	4681	4124	4037	3118	2646	2741	3869	4030
NFRAN_RS10905	NZ_LR216287.1	2322278	2323096	+	819	106	160	127	159	173	146	148	194	166	287
NFRAN_RS10910	NZ_LR216287.1	2324047	2324262	+	216	748	812	1235	1142	952	535	298	235	412	472
NFRAN_RS10915	NZ_LR216287.1	2324259	2324747	-	489	189	158	205	276	303	250	173	190	216	273
NFRAN_RS10920	NZ_LR216287.1	2326549	2327202	-	654	1559	1448	1661	1669	1687	1472	1719	1663	2070	2250
NFRAN_RS10925	NZ_LR216287.1	2327442	2327945	-	504	283	364	421	299	301	356	326	287	287	452
NFRAN_RS10930	NZ_LR216287.1	2327985	2328404	-	420	585	699	646	614	586	432	541	590	491	748
NFRAN_RS10935	NZ_LR216287.1	2328670	2329917	+	1248	1741	2636	1972	2182	2814	3758	3762	4036	3960	5226
NFRAN_RS10940	NZ_LR216287.1	2330838	2331359	+	522	1060	1370	998	1315	1514	2010	1469	1769	2068	2255
NFRAN_RS10945	NZ_LR216287.1	2331462	2331914	+	453	1619	2208	1959	2063	2453	3203	3202	3142	3163	4598
NFRAN_RS10950	NZ_LR216287.1	2332306	2333388	-	1083	1705	1448	1998	2094	1828	1932	1828	1946	1968	2867
NFRAN_RS10955	NZ_LR216287.1	2334047	2334550	+	504	2266	2208	4301	4878	2501	1401	647	565	1085	1059
NFRAN_RS10965	NZ_LR216287.1	2335382	2335624	+	243	35	6	15	30	40	40	20	17	95	48
NFRAN_RS10970	NZ_LR216287.1	2336474	2337526	-	1053	3311	3535	4804	3936	3556	3813	3652	3359	4776	3948
NFRAN_RS10975	NZ_LR216287.1	2338015	2338659	-	645	458	537	505	701	546	601	559	476	644	729
NFRAN_RS10980	NZ_LR216287.1	2341853	2342647	+	795	4897	3739	7111	4962	3505	2416	2078	1965	2402	3149
NFRAN_RS10985	NZ_LR216287.1	2342705	2343310	+	606	330	108	203	211	128	120	80	109	122	113
NFRAN_RS10990	NZ_LR216287.1	2343627	2343983	+	357	31514	28347	34444	35643	30907	27940	29132	24811	29282	37247
NFRAN_RS10995	NZ_LR216287.1	2345289	2346266	+	978	862	1113	819	834	1162	2072	1831	1827	2574	3017
NFRAN_RS11000	NZ_LR216287.1	2346387	2347838	+	1452	264	451	370	528	512	733	765	646	940	958
NFRAN_RS14280	NZ_LR216287.1	2348915	2350429	+	1515	18310	18945	19366	22094	19504	24002	27920	23000	23886	30943
NFRAN_RS11010	NZ_LR216287.1	2351725	2352138	-	414	630	709	747	793	845	987	805	728	886	1137
NFRAN_RS13985	NZ_LR216287.1	2352286	2352447	-	162	436	645	580	515	593	568	531	749	849	964
NFRAN_RS11015	NZ_LR216287.1	2353034	2354107	+	1074	7161	9907	6840	6396	9931	15234	14616	14193	17627	19058
NFRAN_RS11020	NZ_LR216287.1	2354187	2355248	-	1062	523	566	536	380	629	1039	872	892	952	1220
NFRAN_RS11025	NZ_LR216287.1	2355320	2356273	+	954	3366	4831	4546	4343	4397	5441	4072	4520	6145	5913
NFRAN_RS11030	NZ_LR216287.1	2356297	2357055	+	759	2931	4039	2808	2789	2756	4030	3488	3339	5117	4489
NFRAN_RS11035	NZ_LR216287.1	2357120	2357980	+	861	3632	5264	4145	3724	4039	5908	5351	5189	7137	6407
NFRAN_RS13990	NZ_LR216287.1	2358008	2359456	+	1449	2625	2692	2720	3723	3139	5304	3853	4003	4732	5540
NFRAN_RS11045	NZ_LR216287.1	2359569	2360423	+	855	2502	3644	2887	2497	3913	5555	5165	4692	6386	6898
NFRAN_RS11050	NZ_LR216287.1	2361035	2361958	+	924	34	88	39	32	45	68	52	35	74	33
NFRAN_RS11055	NZ_LR216287.1	2361982	2362818	-	837	7709	9559	10053	10626	10058	8143	9277	7987	8528	11171
NFRAN_RS11060	NZ_LR216287.1	2362940	2364088	-	1149	3101	2576	3089	3016	2761	3823	3103	3204	3503	4565
NFRAN_RS11065	NZ_LR216287.1	2364144	2365037	-	894	2753	2512	2842	2755	2559	2896	2330	2504	2762	3622
NFRAN_RS11070	NZ_LR216287.1	2365154	2366299	+	1146	652	783	588	606	959	1720	1497	1686	1560	2096
NFRAN_RS11075	NZ_LR216287.1	2366443	2367255	+	813	434	418	499	468	685	1054	852	913	1205	1429
NFRAN_RS11080	NZ_LR216287.1	2367456	2368136	-	681	1218	1264	1336	1397	1374	1621	1417	1335	1656	1872
NFRAN_RS11085	NZ_LR216287.1	2368290	2368757	+	468	261	396	229	322	305	465	470	564	492	890
NFRAN_RS11090	NZ_LR216287.1	2368783	2369823	-	1041	2814	3777	3373	3351	4166	5307	4633	4659	5798	6942
NFRAN_RS11095	NZ_LR216287.1	2370027	2370923	+	897	130506	183389	112408	138090	156022	225168	231862	220531	228680	339518
NFRAN_RS11100	NZ_LR216287.1	2371034	2371792	+	759	3766	4189	4639	5274	5430	6428	5405	5447	6332	7082
NFRAN_RS11105	NZ_LR216287.1	2371892	2372071	-	180	908	504	705	913	931	1831	1354	1208	1461	1881
NFRAN_RS11110	NZ_LR216287.1	2372088	2372900	-	813	9481	8785	7695	7947	9117	13992	11646	12232	17247	15622
NFRAN_RS11115	NZ_LR216287.1	2372947	2373477	-	531	3960	4151	3754	3026	3365	4151	4267	4274	5424	5008
NFRAN_RS11120	NZ_LR216287.1	2373827	2374225	+	399	623	533	629	611	613	754	686	655	744	892
NFRAN_RS11125	NZ_LR216287.1	2374227	2374718	+	492	1438	1861	1420	1024	1436	1437	1354	1272	1724	1551
NFRAN_RS11130	NZ_LR216287.1	2374711	2375787	-	1077	79640	53868	59019	70560	67643	73409	65388	67803	74485	89530
NFRAN_RS11135	NZ_LR216287.1	2375932	2376534	-	603	93	152	274	202	269	264	248	202	308	337
NFRAN_RS11140	NZ_LR216287.1	2376653	2376919	+	267	4842	6042	5464	4900	7086	9026	7465	9000	11163	10835
NFRAN_RS11145	NZ_LR216287.1	2376954	2378108	+	1155	12683	14436	13169	13547	18655	22875	19682	19195	24431	29359
NFRAN_RS11150	NZ_LR216287.1	2378173	2379351	+	1179	4815	5074	4804	5172	6208	8169	6344	6458	9242	9345
NFRAN_RS11155	NZ_LR216287.1	2379581	2380666	+	1086	2061	2168	2380	2486	2728	3832	3208	3447	4203	5080
NFRAN_RS11160	NZ_LR216287.1	2380659	2381420	+	762	2024	1892	2146	2142	2594	3777	3098	3582	3567	4855
NFRAN_RS11165	NZ_LR216287.1	2381407	2382108	+	702	2010	2186	2057	2121	2305	3455	2786	2799	3440	3762
NFRAN_RS11170	NZ_LR216287.1	2382149	2383588	-	1440	3121	2271	3150	3015	2651	3068	2571	3063	3779	4288
NFRAN_RS11175	NZ_LR216287.1	2383702	2385405	-	1704	5430	5629	6701	5840	4947	5871	5054	5736	7109	8146
NFRAN_RS11180	NZ_LR216287.1	2385485	2388370	-	2886	36967	29017	39432	32870	27010	30000	25570	27766	35634	37686
NFRAN_RS11185	NZ_LR216287.1	2388377	2390335	-	1959	14388	11084	17396	13687	10096	10409	8343	9415	10658	13120
NFRAN_RS11190	NZ_LR216287.1	2390438	2391742	-	1305	1011	1173	1032	1145	1419	1807	1618	1584	2081	2377
NFRAN_RS11195	NZ_LR216287.1	2391777	2392535	+	759	905	695	1148	1150	1142	920	833	792	1030	1271
NFRAN_RS11200	NZ_LR216287.1	2394139	2394239	-	101	74	210	154	126	268	199	236	223	242	390
NFRAN_RS11205	NZ_LR216287.1	2394369	2395403	+	1035	6140	6656	7383	7803	7411	9197	7916	8184	9001	12128
NFRAN_RS11210	NZ_LR216287.1	2395414	2396004	-	591	1368	743	1314	1305	954	802	725	847	915	1282
NFRAN_RS11215	NZ_LR216287.1	2396105	2397148	+	1044	2995	4102	3077	2694	3588	4744	4408	4139	5567	5588
NFRAN_RS11220	NZ_LR216287.1	2397313	2397756	+	444	12090	9855	17025	18905	17279	14164	13656	12572	19018	17826
NFRAN_RS11225	NZ_LR216287.1	2397808	2398689	-	882	5058	4394	6026	5682	5491	5700	4806	4807	5741	6994
NFRAN_RS11230	NZ_LR216287.1	2399042	2400187	-	1146	1732	1733	1860	2224	2026	2522	2215	2256	2857	3114
NFRAN_RS11235	NZ_LR216287.1	2400302	2401402	+	1101	17333	20088	13676	12678	21987	31546	30061	28562	34882	40085
NFRAN_RS11240	NZ_LR216287.1	2401452	2402306	+	855	5953	7079	4682	5217	6984	10141	8973	9978	11646	13337
NFRAN_RS11245	NZ_LR216287.1	2402340	2403413	-	1074	5478	4281	6459	5442	5653	7307	5443	5522	7802	8662
NFRAN_RS14180	NZ_LR216287.1	2403468	2403806	-	339	5061	5278	6288	5695	5960	7408	6494	6033	9486	8518
NFRAN_RS11255	NZ_LR216287.1	2403914	2405257	+	1344	7779	7218	9287	8229	7206	6531	5967	5888	6413	7543
NFRAN_RS11260	NZ_LR216287.1	2405290	2407062	-	1773	5473	4760	5533	5671	5329	4325	4234	4115	4413	5610
NFRAN_RS11265	NZ_LR216287.1	2407401	2408126	+	726	14777	23807	15554	14477	24452	40094	38699	38564	44066	49558
NFRAN_RS11270	NZ_LR216287.1	2408159	2408548	+	390	1616	1541	1168	1668	2059	3221	2480	3162	3158	4525
NFRAN_RS11275	NZ_LR216287.1	2408554	2409165	+	612	990	1102	839	877	1185	2259	1706	2040	1979	2796
NFRAN_RS11280	NZ_LR216287.1	2409152	2409505	+	354	311	424	364	386	427	845	646	563	808	1021
NFRAN_RS11285	NZ_LR216287.1	2409575	2410687	+	1113	9540	9584	9872	10018	10302	13925	12396	12339	16337	17858
NFRAN_RS11290	NZ_LR216287.1	2410771	2411046	+	276	1479	1604	1381	1460	1357	1805	1257	1592	2275	1723
NFRAN_RS11295	NZ_LR216287.1	2411084	2412979	-	1896	12357	12216	12876	13835	13652	22056	17008	17368	21098	25128
NFRAN_RS11300	NZ_LR216287.1	2413244	2416090	+	2847	3474	4270	3749	3686	3963	5088	4168	4127	5261	5990
NFRAN_RS11305	NZ_LR216287.1	2416128	2417570	-	1443	17663	17536	24062	20588	17526	14623	13084	12770	14635	17564
NFRAN_RS11310	NZ_LR216287.1	2417828	2419078	-	1251	437	705	683	740	645	805	625	743	734	1190
NFRAN_RS11315	NZ_LR216287.1	2419522	2419773	+	252	927	970	1345	1912	1758	1654	1211	1502	1523	1929
NFRAN_RS11320	NZ_LR216287.1	2419782	2423144	+	3363	117550	111210	123875	111852	111560	123919	111713	116548	142659	144052
NFRAN_RS11325	NZ_LR216287.1	2423188	2426982	+	3795	170514	149686	176898	166091	172747	181173	158888	177744	223443	225718
NFRAN_RS11330	NZ_LR216287.1	2426990	2427289	+	300	4426	4783	5261	5154	5467	6431	5082	5405	8076	8185
NFRAN_RS11335	NZ_LR216287.1	2427480	2427950	+	471	12522	11773	10577	10744	11908	14357	10015	14971	20164	19241
NFRAN_RS11340	NZ_LR216287.1	2427954	2428394	+	441	20277	28642	24008	19683	26400	32244	30583	30623	41344	45309
NFRAN_RS11345	NZ_LR216287.1	2428398	2429006	+	609	13706	17746	16627	17393	20950	27139	24470	24963	30896	36129
NFRAN_RS11350	NZ_LR216287.1	2429057	2430193	+	1137	5795	5029	5530	5668	6612	9564	7563	8077	9550	12135
NFRAN_RS11355	NZ_LR216287.1	2430214	2431434	+	1221	2771	2359	2907	2841	3224	4946	3877	4204	4795	5438
NFRAN_RS11360	NZ_LR216287.1	2431467	2431922	+	456	927	1294	1370	1385	1633	1840	1437	1571	2173	2381
NFRAN_RS11365	NZ_LR216287.1	2431977	2432207	+	231	88	160	177	146	158	175	196	99	189	234
NFRAN_RS11370	NZ_LR216287.1	2432304	2433848	+	1545	19881	24586	23239	22505	24270	24846	26437	24133	34276	29004
NFRAN_RS11375	NZ_LR216287.1	2433861	2435372	+	1512	35597	34893	33124	32082	37448	41377	40546	39068	48464	50709
NFRAN_RS11380	NZ_LR216287.1	2435374	2435886	+	513	4902	5684	5174	5540	6685	7184	6075	6953	7760	8876
NFRAN_RS11385	NZ_LR216287.1	2435969	2436466	-	498	5330	5272	6905	6849	6384	6791	6149	6201	6989	9614
NFRAN_RS11390	NZ_LR216287.1	2436504	2437724	-	1221	5384	4206	6440	5337	4812	4619	3915	4046	4751	5551
NFRAN_RS11395	NZ_LR216287.1	2437739	2438611	-	873	5743	4359	6639	5573	5293	5121	4396	4760	5246	6674
NFRAN_RS11400	NZ_LR216287.1	2438592	2439884	-	1293	3158	3915	3656	3380	2792	2680	2507	2474	3209	3196
NFRAN_RS11405	NZ_LR216287.1	2440015	2440932	+	918	10361	10626	9596	9348	11301	13397	12790	12111	15988	18818
NFRAN_RS11410	NZ_LR216287.1	2440946	2441722	+	777	4236	4711	4122	4228	4737	5581	4940	4985	6280	6820
NFRAN_RS11415	NZ_LR216287.1	2442156	2442728	+	573	6434	9087	6465	6000	8811	15320	13152	13453	17104	17134
NFRAN_RS11420	NZ_LR216287.1	2442867	2443487	+	621	18546	22493	19646	21043	25358	38579	29800	33919	45963	45766
NFRAN_RS11425	NZ_LR216287.1	2443495	2443965	+	471	27266	26848	24016	22506	32078	46599	37914	41765	52784	53915
NFRAN_RS11430	NZ_LR216287.1	2444067	2444504	+	438	9111	11915	8714	10363	12119	16747	13999	14267	19324	18933
NFRAN_RS11435	NZ_LR216287.1	2444485	2445936	+	1452	37729	41513	35734	32459	44377	60561	55378	54882	73429	70503
NFRAN_RS11440	NZ_LR216287.1	2446070	2446645	+	576	11867	10978	10828	10575	13912	21973	18655	19216	22494	23993
NFRAN_RS11445	NZ_LR216287.1	2446720	2447340	+	621	6533	8376	7486	7980	8903	10858	8110	9578	12776	12464
NFRAN_RS11450	NZ_LR216287.1	2447368	2448450	+	1083	12781	12600	11065	12953	14016	17835	14267	16854	20384	21127
NFRAN_RS13995	NZ_LR216287.1	2448550	2448708	-	159	2343	1667	2426	2624	2203	2821	2180	2314	2481	3048
NFRAN_RS11455	NZ_LR216287.1	2448855	2449847	+	993	968	1325	1333	1595	1116	1110	1020	1211	1248	1655
NFRAN_RS11460	NZ_LR216287.1	2449853	2451094	+	1242	1300	1136	1404	1465	1311	1300	1153	1181	1352	1508
NFRAN_RS11465	NZ_LR216287.1	2451100	2451516	+	417	443	519	474	457	461	470	374	379	437	638
NFRAN_RS11470	NZ_LR216287.1	2451538	2451930	-	393	181	289	421	257	400	249	230	277	295	353
NFRAN_RS11475	NZ_LR216287.1	2452025	2453083	+	1059	4466	5614	4234	4144	5167	6895	6922	6698	8385	9355
NFRAN_RS11480	NZ_LR216287.1	2453151	2453765	+	615	19702	20535	24471	20944	20339	20401	20572	17497	22847	24368
NFRAN_RS11485	NZ_LR216287.1	2453801	2454196	-	396	438	841	814	707	725	625	684	547	694	900
NFRAN_RS11490	NZ_LR216287.1	2454336	2455736	+	1401	8801	11396	8474	8028	10508	13535	12484	13105	15348	17235
NFRAN_RS11495	NZ_LR216287.1	2455785	2456360	+	576	3390	3292	3298	3395	4466	6856	6229	6535	6629	8934
NFRAN_RS11500	NZ_LR216287.1	2456448	2457968	+	1521	8943	8891	7598	7455	9727	12727	11256	12218	15254	17075
NFRAN_RS11505	NZ_LR216287.1	2458000	2458380	-	381	29	65	5	22	19	41	41	35	15	27
NFRAN_RS11510	NZ_LR216287.1	2458423	2458611	-	189	34	69	97	84	57	73	81	134	62	261
NFRAN_RS11515	NZ_LR216287.1	2458721	2458839	-	119	0	0	1	2	0	1	2	7	10	20
NFRAN_RS11520	NZ_LR216287.1	2459109	2460914	+	1806	17051	13923	20350	15024	16133	15618	12276	12979	16898	16623
NFRAN_RS11525	NZ_LR216287.1	2460938	2461792	+	855	5143	3180	4809	4070	4021	4066	2893	3930	4754	5343
NFRAN_RS11530	NZ_LR216287.1	2461820	2462020	-	201	328	397	275	291	296	409	322	367	578	487
NFRAN_RS11535	NZ_LR216287.1	2462076	2463194	-	1119	1467	1508	1356	1450	1484	1595	1562	1385	1467	1782
NFRAN_RS11540	NZ_LR216287.1	2463997	2464611	-	615	2532	2279	2473	2209	2129	2028	1792	2013	2314	2428
NFRAN_RS11545	NZ_LR216287.1	2464617	2465363	-	747	5979	4921	6531	6052	5035	4550	3950	4508	5100	6056
NFRAN_RS11550	NZ_LR216287.1	2465421	2465666	-	246	291	385	399	405	422	338	218	320	410	421
NFRAN_RS11555	NZ_LR216287.1	2465710	2466189	-	480	151	131	162	206	217	247	278	222	255	272
NFRAN_RS11560	NZ_LR216287.1	2466270	2466890	+	621	422	462	334	339	637	950	689	843	888	1627
NFRAN_RS11565	NZ_LR216287.1	2466948	2468408	-	1461	7382	7608	7840	7515	9973	13573	11578	11751	16102	17391
NFRAN_RS11570	NZ_LR216287.1	2469160	2469384	-	225	2	0	1	0	0	0	0	0	0	0
NFRAN_RS11575	NZ_LR216287.1	2469611	2470060	+	450	109	109	147	212	105	227	207	210	209	245
NFRAN_RS11580	NZ_LR216287.1	2470244	2471002	-	759	240	183	174	201	322	239	305	276	320	281
NFRAN_RS11585	NZ_LR216287.1	2471476	2472414	+	939	3445	3217	4654	3682	2749	1998	1909	1902	2200	2798
NFRAN_RS14405	NZ_LR216287.1	2472983	2473111	-	129	1	2	20	26	14	2	10	10	0	11
NFRAN_RS11590	NZ_LR216287.1	2474063	2475049	-	987	624138	397691	623309	611188	624122	97678	129120	119835	122517	86714
NFRAN_RS11595	NZ_LR216287.1	2475556	2475744	+	189	0	0	2	3	20	5	4	2	0	0
NFRAN_RS11600	NZ_LR216287.1	2475787	2476167	+	381	0	0	0	0	0	0	0	0	0	0
NFRAN_RS11605	NZ_LR216287.1	2476364	2477950	-	1587	866	901	991	742	1174	1338	1286	1299	1708	1514
NFRAN_RS11610	NZ_LR216287.1	2478648	2479178	-	531	1049	1409	1870	1263	1710	727	799	786	950	881
NFRAN_RS14000	NZ_LR216287.1	2480254	2482026	+	1773	29321	69368	51037	15579	48729	38859	39976	49359	53807	31121
NFRAN_RS11620	NZ_LR216287.1	2482039	2482665	+	627	10932	24413	20710	11260	22807	18652	20226	20306	20887	21565
NFRAN_RS11625	NZ_LR216287.1	2483066	2483524	+	459	750	948	759	732	781	1154	931	1300	1841	1596
NFRAN_RS11630	NZ_LR216287.1	2483858	2484238	-	381	14	31	0	0	2	0	8	3	13	10
NFRAN_RS11635	NZ_LR216287.1	2484281	2484469	-	189	12	6	23	11	32	5	4	25	2	16
NFRAN_RS11640	NZ_LR216287.1	2484538	2484984	-	447	12	60	77	69	87	27	35	38	106	132
NFRAN_RS11645	NZ_LR216287.1	2485737	2486249	+	513	1083	1698	1320	1086	1390	1309	1453	1227	1768	1700
NFRAN_RS11650	NZ_LR216287.1	2486664	2486888	+	225	19	38	31	25	40	30	15	52	48	48
NFRAN_RS11655	NZ_LR216287.1	2487472	2488062	-	591	4585	4502	4925	5354	4843	5469	5540	5234	6183	7437
NFRAN_RS11660	NZ_LR216287.1	2488711	2489061	-	351	155	279	154	172	234	352	336	339	362	624
NFRAN_RS11665	NZ_LR216287.1	2490081	2490353	+	273	1233	1378	1679	1697	1202	1358	1288	1455	1321	2062
NFRAN_RS11670	NZ_LR216287.1	2490524	2490760	+	237	4044	2775	3998	3135	2469	2535	1940	2718	3841	3317
NFRAN_RS11675	NZ_LR216287.1	2491424	2492566	-	1143	18881	38510	17940	19057	21049	24339	26255	16587	27644	16510
NFRAN_RS11680	NZ_LR216287.1	2492750	2493040	-	291	956	2198	1375	1451	1357	1934	1804	2021	2177	2523
NFRAN_RS11685	NZ_LR216287.1	2493628	2494125	-	498	2079	2111	3607	2931	2191	1406	1349	1533	1386	2002
NFRAN_RS11690	NZ_LR216287.1	2494239	2495339	+	1101	1480	2200	1576	1663	1990	2043	1958	1962	2413	3087
NFRAN_RS11695	NZ_LR216287.1	2495512	2495808	+	297	311	262	498	464	451	648	597	565	570	926
NFRAN_RS11700	NZ_LR216287.1	2495889	2496875	+	987	1301	1342	1437	1530	1668	2130	1943	1974	2131	2662
NFRAN_RS11705	NZ_LR216287.1	2497214	2497705	-	492	363	551	318	366	676	836	841	843	835	1309
NFRAN_RS14005	NZ_LR216287.1	2497880	2498044	-	165	113	108	122	108	164	110	110	96	119	171
NFRAN_RS11710	NZ_LR216287.1	2498860	2500209	+	1350	255	359	317	272	358	444	491	366	497	541
NFRAN_RS11715	NZ_LR216287.1	2501417	2501623	-	207	162	132	185	307	203	153	193	166	207	268
NFRAN_RS11720	NZ_LR216287.1	2502774	2503022	-	249	1126	1407	1673	2388	1092	927	458	338	774	610
NFRAN_RS11725	NZ_LR216287.1	2503242	2503847	-	606	0	0	1	2	10	13	2	0	2	1
NFRAN_RS11730	NZ_LR216287.1	2504961	2505281	-	321	1281	1144	1708	1694	1097	987	603	493	543	924
