Geneid	Chr	Start	End	Strand	Length	./Nvie_BF1_mRNA_sorted.bam	./Nvie_BF2_mRNA_sorted.bam	./Nvie_BF3_mRNA_sorted.bam	./Nvie_BF4_mRNA_sorted.bam	./Nvie_BF5_mRNA_sorted.bam	./Nvie_ctrl1_mRNA_sorted.bam	./Nvie_ctrl2_mRNA_sorted.bam	./Nvie_ctrl3_mRNA_sorted.bam	./Nvie_ctrl4_mRNA_sorted.bam	./Nvie_ctrl5_mRNA_sorted.bam
NVIE_023100	CP007536.1	1946844	1947146	+	303	26	49	44	61	54	64	77	102	71	38
NVIE_023110	CP007536.1	1947455	1947775	-	321	632	953	1022	780	1076	845	811	935	693	528
NVIE_023120	CP007536.1	1947786	1948163	-	378	334	254	343	515	318	351	300	288	335	176
NVIE_023130	CP007536.1	1948222	1948728	-	507	1735	2513	1985	1834	2318	3839	2936	2818	2088	2255
NVIE_023140	CP007536.1	1948828	1949421	+	594	5646	7871	9089	8355	8929	10886	11752	9469	9066	6185
NVIE_023150	CP007536.1	1949907	1950536	+	630	2205	2145	2832	2980	2874	2664	2374	2397	2159	1417
NVIE_023160	CP007536.1	1950828	1951217	-	390	31	26	51	45	36	28	40	34	19	16
NVIE_2371	CP007536.1	1951374	1951484	-	111	77	171	75	177	308	452	383	456	280	332
NVIE_023170	CP007536.1	1951595	1951861	-	267	1107	1619	1348	1351	2021	2322	2048	2559	1922	1748
NVIE_023180	CP007536.1	1952003	1952944	+	942	1559	2505	3182	1812	2515	2358	2394	1883	1357	1340
NVIE_023190	CP007536.1	1953039	1953155	+	117	333	352	461	468	546	703	619	569	351	436
NVIE_023200	CP007536.1	1953183	1953572	-	390	247	234	300	268	292	226	263	298	228	162
NVIE_023210	CP007536.1	1953713	1953934	+	222	3990	6855	6940	4937	6161	3523	3909	4216	3058	2499
NVIE_023220	CP007536.1	1954202	1954968	-	767	38	69	78	44	84	74	99	85	86	39
NVIE_023240	CP007536.1	1955023	1955316	+	294	238	315	255	387	332	434	489	620	380	233
NVIE_023250	CP007536.1	1955478	1955876	+	399	124	110	100	207	117	161	150	148	103	94
NVIE_023260	CP007536.1	1955976	1956620	-	645	1635	2401	3377	2946	2990	2674	3107	2717	1970	1597
NVIE_023270	CP007536.1	1957185	1958000	+	816	58	73	72	132	99	76	79	120	106	58
NVIE_023280	CP007536.1	1958129	1958767	+	639	70	79	48	74	99	152	180	142	128	104
NVIE_023290	CP007536.1	1959003	1959542	+	540	229	393	538	360	471	241	192	190	145	120
NVIE_023300	CP007536.1	1959721	1961331	-	1611	14025	19969	17080	14043	20281	25960	23405	22583	23756	15117
NVIE_023310	CP007536.1	1961288	1961986	-	699	19082	27949	19297	13068	14413	20208	22744	20348	20319	18864
NVIE_2386	CP007536.1	1962017	1962181	-	165	69	81	77	94	88	98	120	131	164	81
NVIE_023320	CP007536.1	1962188	1962898	-	711	10044	16793	15245	10745	16944	23620	18967	18854	14556	13507
NVIE_2388	CP007536.1	1962948	1963097	-	150	62	84	92	139	127	194	228	244	173	146
NVIE_023340	CP007536.1	1963435	1963929	+	495	7246	11791	13102	10903	13849	13175	12378	12040	9260	8437
NVIE_023350	CP007536.1	1963977	1964687	-	711	7792	8941	16695	11565	13082	3241	3801	3430	2469	2159
NVIE_023360	CP007536.1	1964703	1965293	-	591	5667	6572	13337	8861	8917	2274	2530	1930	1430	1278
NVIE_023370	CP007536.1	1965483	1965614	-	132	11	22	33	8	27	68	55	78	34	30
NVIE_023380	CP007536.1	1965574	1965831	+	258	392	513	615	579	544	599	597	584	574	414
NVIE_023390	CP007536.1	1966057	1968429	+	2373	9568	14477	11626	9609	14533	21436	19272	18988	17089	13918
NVIE_023400	CP007536.1	1968426	1969481	+	1056	5678	7360	7166	4603	7238	11397	9234	9441	10774	7399
NVIE_023410	CP007536.1	1969462	1969830	-	369	2977	4398	5863	3592	4856	4668	4337	3483	2726	2880
NVIE_023420	CP007536.1	1969889	1970767	+	879	2934	4407	4431	2750	4220	5176	4360	4484	5415	3391
NVIE_023430	CP007536.1	1970818	1972251	+	1434	23930	28076	25455	21111	28770	39216	31131	32105	38594	22323
NVIE_023440	CP007536.1	1972255	1972704	+	450	2833	3707	2837	1624	2792	4786	3882	3936	4909	3134
NVIE_023450	CP007536.1	1972747	1972998	-	252	13	42	12	32	69	32	50	55	26	12
NVIE_023460	CP007536.1	1973610	1974458	-	849	1702	2379	2166	1940	2582	2970	2469	2720	2796	1770
NVIE_2401	CP007536.1	1974464	1975072	-	609	1949	2657	2379	2027	2836	3214	2688	3032	2917	2055
NVIE_023470	CP007536.1	1975231	1977399	+	2169	125357	210645	203750	129743	178506	158922	145850	145183	155870	105384
NVIE_023490	CP007536.1	1977643	1978992	+	1350	132231	209241	215027	138156	237515	285179	250799	254633	231851	197028
NVIE_023500	CP007536.1	1979051	1979326	+	276	561	567	550	466	713	1331	1202	1062	1223	890
NVIE_023510	CP007536.1	1979334	1979693	-	360	758	962	925	751	1204	1440	1332	1414	1340	896
NVIE_023520	CP007536.1	1979690	1980505	-	816	1749	1432	1560	1227	1400	1887	1738	1629	2051	1000
NVIE_2407	CP007536.1	1980502	1981209	-	708	2298	3574	2839	2217	3339	4653	3477	4115	4281	2751
NVIE_023530	CP007536.1	1981206	1981838	-	633	2116	2806	2117	1948	3341	3704	3035	3350	2814	2192
NVIE_023540	CP007536.1	1981848	1982450	-	603	5519	5860	4505	4828	5814	9661	7716	8644	8014	6232
NVIE_023550	CP007536.1	1982460	1983413	-	954	711	1031	678	612	1213	1788	1387	1588	1352	1044
NVIE_023560	CP007536.1	1983410	1984504	-	1095	3651	5096	4633	3798	5916	9080	7894	7686	6389	5490
NVIE_023570	CP007536.1	1984501	1985823	-	1323	4693	5747	5236	4132	6612	9783	7868	8458	10325	5971
NVIE_023580	CP007536.1	1985825	1986814	-	990	5677	7923	6592	5675	8715	12780	11029	12036	9564	8696
NVIE_023590	CP007536.1	1986927	1988183	-	1257	3825	4587	3684	3286	4204	5086	4166	4323	4889	3149
NVIE_023600	CP007536.1	1988372	1988623	-	252	110	141	185	152	148	258	181	212	212	104
NVIE_023610	CP007536.1	1988766	1989170	+	405	1507	2008	2527	1854	2094	1738	1949	1411	1179	1094
NVIE_023620	CP007536.1	1989359	1989784	+	426	32	62	125	123	123	210	156	146	145	102
NVIE_023630	CP007536.1	1990101	1991228	-	1128	24168	24183	20620	18057	21131	30545	24031	24732	35823	17878
NVIE_023640	CP007536.1	1991372	1992409	+	1038	15753	21932	22931	16440	21366	23051	19597	20046	20325	13903
NVIE_t0290	CP007536.1	1992414	1992545	-	132	48	90	92	101	108	288	255	315	174	180
NVIE_023650	CP007536.1	1992693	1992857	-	165	124	244	276	174	169	48	24	44	41	13
NVIE_023660	CP007536.1	1993115	1993321	-	207	311	390	500	505	459	386	417	360	270	237
NVIE_023670	CP007536.1	1993578	1993847	+	270	70	69	106	141	97	83	100	88	117	52
NVIE_023680	CP007536.1	1993862	1994512	+	651	114	142	129	133	220	301	297	303	234	186
NVIE_023690	CP007536.1	1995040	1995564	+	525	170	174	293	339	239	144	198	227	203	89
NVIE_023700	CP007536.1	1995620	1995766	+	147	48	10	45	28	49	12	40	31	23	11
NVIE_023710	CP007536.1	1995851	1996297	+	447	127	189	178	202	229	223	282	280	207	173
NVIE_023720	CP007536.1	1996372	1997322	-	951	5363	7493	8823	7002	8699	8501	8786	7195	6180	5264
NVIE_023730	CP007536.1	1997419	1998435	-	1017	818	1406	1162	940	1649	4049	3462	4012	2726	2610
NVIE_2427	CP007536.1	1998564	1998731	-	168	0	24	33	30	59	39	39	36	27	23
NVIE_023740	CP007536.1	1998788	1999090	-	303	378	419	488	617	652	593	637	496	315	325
NVIE_023750	CP007536.1	1999204	2000718	+	1515	1491	2373	2329	2365	2470	1957	1900	2416	1467	1410
NVIE_023760	CP007536.1	2001021	2001965	-	945	844	1018	922	1039	1102	1229	1453	1307	978	893
NVIE_023770	CP007536.1	2002546	2002833	+	288	79	174	152	133	151	233	201	193	225	161
NVIE_023780	CP007536.1	2003135	2003416	+	282	1705	2701	2290	1929	2400	2304	2458	2476	1805	1321
NVIE_023790	CP007536.1	2003420	2003971	+	552	5133	8284	8314	5540	7387	7254	7069	7009	6458	4799
NVIE_023800	CP007536.1	2003972	2004562	-	591	754	1042	1032	748	1253	1282	1279	1200	918	798
NVIE_023810	CP007536.1	2004646	2005182	-	537	36909	45317	40619	36257	43287	61901	50838	52684	56031	39148
NVIE_023820	CP007536.1	2005275	2005640	-	366	349	274	351	391	426	560	399	485	466	282
NVIE_023830	CP007536.1	2005687	2006862	-	1176	9343	12192	11457	8355	9667	12184	11736	11188	12579	7536
NVIE_023840	CP007536.1	2006939	2008165	-	1227	13032	24811	26068	15413	25352	10659	11436	11993	11693	7362
NVIE_023850	CP007536.1	2008288	2009436	-	1149	9934	17722	13578	9271	11679	9906	10095	10394	9813	8585
NVIE_023860	CP007536.1	2009695	2010555	+	861	746	1190	1860	1267	1750	1126	1185	1311	1308	936
NVIE_023870	CP007536.1	2010569	2011309	+	741	461	524	883	553	792	593	662	566	537	498
NVIE_023880	CP007536.1	2011417	2012793	+	1377	290	520	641	365	662	557	487	517	337	390
NVIE_023890	CP007536.1	2012796	2012969	+	174	27	51	84	39	70	38	40	66	50	22
NVIE_023900	CP007536.1	2013207	2014118	+	912	420	313	754	677	838	330	457	493	336	308
NVIE_023910	CP007536.1	2014146	2014919	+	774	301	220	551	504	608	327	358	395	233	243
NVIE_023920	CP007536.1	2015058	2016431	+	1374	642	555	995	948	1293	849	827	829	622	600
NVIE_023930	CP007536.1	2016433	2016714	+	282	32	21	53	67	58	26	35	59	27	19
NVIE_023940	CP007536.1	2016755	2018404	+	1650	684	831	995	830	1075	882	859	960	725	674
NVIE_023950	CP007536.1	2018407	2018706	+	300	29	79	68	93	168	195	191	168	140	153
NVIE_023960	CP007536.1	2018877	2019308	+	432	10783	17447	16604	11694	17133	22992	20867	21703	16175	14853
NVIE_023970	CP007536.1	2019305	2019604	-	300	692	903	996	1061	1188	1098	1230	1236	976	869
NVIE_023980	CP007536.1	2019612	2020244	-	633	1350	1960	1514	1394	2227	4204	3889	4033	2913	2882
NVIE_023990	CP007536.1	2020345	2020578	+	234	3108	2568	2808	4951	3431	2106	1702	1965	1824	1204
NVIE_024000	CP007536.1	2020623	2021309	-	687	5562	7292	7707	5843	7648	10841	9973	9593	7549	6920
NVIE_2456	CP007536.1	2021173	2021748	+	576	8449	12801	11624	8672	13384	19671	17146	16313	14297	12517
NVIE_024010	CP007536.1	2021752	2023590	+	1839	63954	90409	78657	60724	88631	118631	101774	106837	108763	77247
NVIE_024020	CP007536.1	2023637	2024758	+	1122	10850	13556	11767	10946	13723	19963	18493	18172	18702	12121
NVIE_024030	CP007536.1	2024805	2025386	+	582	32260	52509	54022	36865	48079	41328	38739	38490	32575	25227
NVIE_2460	CP007536.1	2025549	2025803	+	255	582	884	1017	675	1039	1943	1852	1482	1042	1026
NVIE_024040	CP007536.1	2025787	2026041	+	255	10	14	4	28	16	45	23	20	14	9
NVIE_024050	CP007536.1	2026103	2026225	+	123	13	15	16	10	21	66	79	43	33	35
NVIE_024060	CP007536.1	2026311	2026454	-	144	33	65	30	98	77	121	109	70	71	48
NVIE_024070	CP007536.1	2026451	2027500	-	1050	956	1116	1756	1124	1558	1528	1471	1403	964	910
NVIE_024080	CP007536.1	2028100	2028663	-	564	1253	1845	1581	1431	1776	1544	1652	1474	1269	1236
NVIE_024090	CP007536.1	2028871	2029719	-	849	280	409	580	272	427	532	400	348	241	182
NVIE_024100	CP007536.1	2029820	2029909	-	90	0	2	0	4	0	0	5	3	2	1
NVIE_2466	CP007536.1	2029851	2030099	-	249	20	4	2	4	10	14	2	4	4	2
NVIE_2467	CP007536.1	2030093	2030254	-	162	36	59	60	28	52	55	90	36	36	50
NVIE_024110	CP007536.1	2030509	2030742	-	234	286	217	288	339	398	448	441	393	323	246
NVIE_024120	CP007536.1	2031055	2031549	+	495	348	475	520	480	497	691	660	777	672	426
NVIE_024130	CP007536.1	2032095	2032358	-	264	141	281	374	222	242	252	395	301	347	170
NVIE_024140	CP007536.1	2032445	2033431	-	987	584	815	706	585	877	852	746	817	662	552
NVIE_024150	CP007536.1	2033588	2034682	+	1095	140	168	114	117	192	361	310	272	276	190
NVIE_024160	CP007536.1	2034897	2035751	+	855	504	422	489	317	363	555	459	403	543	285
NVIE_024170	CP007536.1	2035723	2036556	+	834	135	200	375	115	191	227	274	258	215	153
NVIE_024180	CP007536.1	2036608	2037447	+	840	5581	6508	9421	7034	6329	3855	3533	3002	3596	1754
NVIE_024190	CP007536.1	2037444	2038295	-	852	26985	36776	36009	31486	23759	12848	13300	13178	11851	7972
NVIE_024200	CP007536.1	2038359	2038616	+	258	1172	1598	1701	1622	1867	2816	2609	2577	1708	1591
NVIE_024210	CP007536.1	2038613	2038918	+	306	1100	2138	2043	1309	2100	2759	2352	2778	1852	1929
NVIE_024220	CP007536.1	2038911	2039153	-	243	101	143	107	122	171	324	261	264	212	239
NVIE_024230	CP007536.1	2039191	2040225	-	1035	3254	4664	4127	2756	4148	5111	4519	4861	5514	3736
NVIE_024240	CP007536.1	2040338	2042011	-	1674	61149	94507	80205	70309	95301	116485	95237	109612	97240	78382
NVIE_024250	CP007536.1	2042065	2042502	-	438	516	439	568	699	506	364	445	340	518	214
NVIE_024260	CP007536.1	2042515	2042730	-	216	902	1291	1445	1976	1501	1788	2184	1840	1204	1152
NVIE_024270	CP007536.1	2043031	2043303	+	273	3954	4621	3658	5248	5230	8771	7606	8393	7307	4709
NVIE_024280	CP007536.1	2043311	2043511	+	201	2950	5116	2992	3122	4452	6240	5494	8235	8159	6182
NVIE_024290	CP007536.1	2043464	2044093	-	630	522	957	787	524	882	1157	980	913	729	691
NVIE_024300	CP007536.1	2044090	2044845	-	756	1176	1860	1364	947	1727	1990	1882	2031	1980	1494
NVIE_024310	CP007536.1	2044832	2045803	-	972	2618	3191	3263	1812	2771	3268	2891	2625	3536	1950
NVIE_024320	CP007536.1	2045805	2046659	-	855	2829	3734	3163	2364	3480	4579	3700	3819	3280	3211
NVIE_024330	CP007536.1	2046652	2047734	-	1083	2448	3234	2926	2262	3050	3916	3525	3882	4019	2601
NVIE_024340	CP007536.1	2047822	2048898	+	1077	34761	50709	45005	31528	52655	96427	87301	80343	61675	63553
NVIE_024350	CP007536.1	2048928	2050109	+	1182	2628	3904	3170	2158	3319	3256	3239	3287	3330	2319
NVIE_024360	CP007536.1	2050227	2050691	+	465	5160	7115	5990	5869	7634	11509	10685	11818	8369	8763
NVIE_024370	CP007536.1	2050816	2051667	+	852	8132	12167	9747	7508	11976	16589	14736	15902	12473	11138
NVIE_024380	CP007536.1	2051651	2052334	-	684	1647	2747	1882	1423	2469	5118	4494	3971	4509	3084
NVIE_024390	CP007536.1	2052467	2052760	+	294	286	300	281	320	319	441	324	481	389	257
NVIE_024400	CP007536.1	2052789	2053244	+	456	14686	21162	18396	14650	22971	40338	36452	37198	29235	26721
NVIE_024410	CP007536.1	2053252	2053545	+	294	2453	2543	2704	2804	4133	8279	8805	6998	6090	4329
NVIE_024420	CP007536.1	2053619	2054677	+	1059	29307	42748	31794	25889	42131	63224	47916	59978	53154	46803
NVIE_024430	CP007536.1	2054718	2055587	+	870	5595	8352	7581	4620	8779	13217	10312	12027	10345	8934
NVIE_024440	CP007536.1	2055584	2056471	-	888	475	888	600	462	576	895	1036	849	977	729
NVIE_024450	CP007536.1	2056458	2058293	-	1836	10260	15202	14110	9569	16506	26035	22323	20665	18861	16198
NVIE_024460	CP007536.1	2058512	2059372	-	861	2810	3494	3898	3237	3618	3843	3271	3358	3314	2317
NVIE_024480	CP007536.1	2059747	2059974	+	228	713	1188	1213	774	1310	1242	1101	1383	991	775
NVIE_024490	CP007536.1	2059976	2060680	+	705	828	1657	1500	963	1433	1424	1361	1382	1045	945
NVIE_024500	CP007536.1	2060681	2060902	-	222	315	445	327	257	462	550	486	618	497	368
NVIE_024510	CP007536.1	2060971	2062344	-	1374	5616	9180	9781	6567	8106	7052	8123	7074	6012	4222
NVIE_024520	CP007536.1	2062516	2063019	+	504	304	643	714	465	589	474	636	506	355	294
NVIE_024530	CP007536.1	2063086	2064354	+	1269	4520	6954	8280	5330	5525	3723	4101	3227	4013	2381
NVIE_024540	CP007536.1	2064669	2065955	+	1287	9996	18284	14138	7338	7194	5455	7044	6009	5263	5121
NVIE_024550	CP007536.1	2066072	2066287	+	216	1242	1821	1871	2211	1866	1998	1761	1852	1541	953
NVIE_024570	CP007536.1	2066662	2068044	+	1383	3777	5729	5807	3809	5227	4767	4717	4444	4733	2947
NVIE_024580	CP007536.1	2068072	2068212	+	141	217	415	585	370	455	493	475	446	334	296
NVIE_024590	CP007536.1	2068407	2068679	+	273	102	109	200	64	115	137	230	150	180	94
NVIE_024600	CP007536.1	2068780	2068899	+	120	13	29	30	58	34	9	37	35	10	21
NVIE_024610	CP007536.1	2069118	2069414	-	297	1003	1357	1511	1783	1970	3310	2951	2708	2271	1926
NVIE_024620	CP007536.1	2069395	2069679	-	285	12102	19802	13352	14022	13292	11818	18649	16808	12622	13640
NVIE_2519	CP007536.1	2069707	2069943	-	237	3940	3482	3130	5594	4552	5148	4848	5501	4733	3009
NVIE_024630	CP007536.1	2070196	2070405	-	210	558	1054	1162	1231	1029	671	622	704	612	300
NVIE_024640	CP007536.1	2070545	2070787	-	243	237	401	477	405	445	495	474	562	389	327
NVIE_024650	CP007536.1	2070798	2072903	+	2106	23995	28050	23817	19317	27634	43052	34311	34097	36336	26681
NVIE_024660	CP007536.1	2072942	2073442	-	501	644	913	854	726	1130	1070	1314	1375	996	971
NVIE_024670	CP007536.1	2073537	2074271	-	735	8456	14383	9546	5754	8211	11452	11969	11776	9706	9915
NVIE_024680	CP007536.1	2074565	2075332	+	768	1701	2697	2073	1318	2591	3507	3182	3193	3035	2241
NVIE_024690	CP007536.1	2075316	2076296	-	981	1318	1709	1505	1468	2042	2458	2113	2612	2769	1769
NVIE_024700	CP007536.1	2076405	2077850	+	1446	11703	17302	17136	14217	17267	18605	16082	16812	16995	11874
NVIE_024710	CP007536.1	2077893	2079134	+	1242	705	1315	1143	728	1166	1387	1219	1376	1270	905
NVIE_024720	CP007536.1	2079088	2079561	+	474	12	6	8	5	15	22	20	26	8	29
NVIE_024730	CP007536.1	2079641	2079898	+	258	418	635	492	568	782	1418	1149	1329	930	834
NVIE_024740	CP007536.1	2080354	2080812	-	459	926	965	1216	1732	1340	1014	1235	1175	846	510
NVIE_024750	CP007536.1	2081660	2084503	-	2844	8604	13013	10121	8578	12482	18183	15890	17211	17004	12448
NVIE_2533	CP007536.1	2084382	2084561	-	180	1	1	0	2	10	17	45	9	28	10
NVIE_024760	CP007536.1	2084662	2086377	-	1716	18351	47028	25320	23960	44074	174066	172021	150593	126257	112079
NVIE_024770	CP007536.1	2086652	2087200	+	549	78	80	104	76	61	204	252	221	129	164
NVIE_024780	CP007536.1	2087211	2087555	+	345	48	55	81	62	78	132	228	142	101	86
NVIE_024790	CP007536.1	2087700	2088068	-	369	982	1332	1132	1998	1464	2725	4370	2870	2398	1941
NVIE_024800	CP007536.1	2088191	2088610	-	420	243	506	443	234	478	446	458	593	434	269
NVIE_024810	CP007536.1	2088640	2088819	+	180	11	19	29	26	19	12	50	39	24	26
NVIE_024820	CP007536.1	2088807	2088992	-	186	674	854	704	930	994	762	790	832	538	549
NVIE_024830	CP007536.1	2089095	2090231	+	1137	880	1227	1369	1095	1345	645	682	603	447	319
NVIE_024840	CP007536.1	2090259	2090468	+	210	29	18	52	26	45	40	31	65	63	39
NVIE_024850	CP007536.1	2090448	2091182	-	735	548	779	605	572	811	1501	1222	1205	998	1013
NVIE_024860	CP007536.1	2091707	2092009	-	303	721	1248	1070	1220	1228	965	1122	1012	846	615
NVIE_2542	CP007536.1	2091960	2092130	+	171	4	2	8	0	7	0	2	0	3	4
NVIE_024870	CP007536.1	2092143	2092673	-	531	473	587	563	584	761	1215	1233	1153	915	751
NVIE_2544	CP007536.1	2092739	2092813	-	75	2	0	2	2	0	0	0	0	0	2
NVIE_024880	CP007536.1	2093409	2093846	+	438	109	180	158	110	152	220	266	218	183	134
NVIE_024890	CP007536.1	2094157	2095032	+	876	261	268	318	558	392	478	529	674	520	354
NVIE_024900	CP007536.1	2095313	2095519	-	207	104	102	162	229	170	164	273	170	104	118
NVIE_024910	CP007536.1	2095519	2095743	-	225	82	75	78	107	52	68	97	94	92	45
NVIE_024920	CP007536.1	2096137	2096649	-	513	236	271	250	358	366	638	606	582	421	302
NVIE_024930	CP007536.1	2096725	2097465	+	741	758	1321	1242	952	1398	1775	1603	2107	1338	1345
NVIE_024940	CP007536.1	2097415	2097564	-	150	9	27	6	10	12	28	25	22	34	8
NVIE_024950	CP007536.1	2097614	2098735	-	1122	837	1361	1131	1068	1472	846	626	835	560	480
NVIE_024960	CP007536.1	2098793	2099020	-	228	181	288	236	406	333	524	351	397	282	233
NVIE_024970	CP007536.1	2099250	2099822	+	573	177	349	350	286	392	478	480	564	396	376
NVIE_024980	CP007536.1	2099771	2100385	-	615	317	378	449	481	559	423	548	464	420	306
NVIE_024990	CP007536.1	2100498	2100617	+	120	12	17	10	9	13	17	13	15	13	4
NVIE_025000	CP007536.1	2100614	2101015	-	402	1545	2644	2734	3127	3214	2764	2770	3212	1992	1737
NVIE_025010	CP007536.1	2101094	2101351	-	258	16	9	99	37	72	58	31	34	37	28
NVIE_2557	CP007536.1	2101315	2101464	-	150	0	0	2	1	0	0	0	0	0	0
NVIE_025020	CP007536.1	2101449	2101658	-	210	10	7	14	17	4	4	0	0	0	0
NVIE_025030	CP007536.1	2102007	2102141	+	135	24	19	43	70	31	62	87	81	60	49
NVIE_025040	CP007536.1	2102208	2102309	+	102	34	15	48	27	49	107	65	57	46	52
NVIE_2558	CP007536.1	2102378	2102446	-	69	2	0	10	11	2	22	32	10	8	3
NVIE_025050	CP007536.1	2102694	2103107	+	414	847	421	3012	1808	1654	138	181	136	114	96
NVIE_2560	CP007536.1	2103326	2103451	+	126	20	10	23	15	10	20	32	5	21	0
NVIE_025070	CP007536.1	2103535	2103741	-	207	1547	2691	2481	1758	2888	3598	2756	2474	1812	1893
NVIE_t0300	CP007536.1	2104707	2104780	-	74	56	64	83	96	112	153	111	127	103	68
NVIE_025080	CP007536.1	2104815	2105594	-	780	2192	2914	2499	1837	2650	2689	3049	2441	3039	2059
NVIE_025090	CP007536.1	2105584	2106540	-	957	3586	5404	5664	4423	5919	6753	7387	6426	5509	4219
NVIE_025100	CP007536.1	2106637	2106813	-	177	1888	1183	1324	2595	2193	3689	3646	2255	2790	1335
NVIE_025110	CP007536.1	2106817	2107224	-	408	642	833	732	735	1085	1635	1458	1426	1568	933
NVIE_025120	CP007536.1	2107221	2107802	-	582	789	848	764	1009	1050	1359	1137	1306	1499	796
NVIE_025130	CP007536.1	2107861	2108781	-	921	9891	14785	12400	10534	16340	22199	18697	21724	20274	15313
NVIE_025140	CP007536.1	2108769	2110637	-	1869	32857	44197	38848	27452	41148	54287	46389	47149	51706	35682
NVIE_025150	CP007536.1	2110778	2111269	+	492	10437	17247	18136	12891	16472	13384	11678	12533	15062	8008
NVIE_025160	CP007536.1	2111322	2112062	+	741	31380	32437	31247	25497	29630	52294	43355	40116	56866	32761
NVIE_025170	CP007536.1	2112145	2112669	+	525	26251	36174	40972	26247	39012	45104	40248	33290	27228	27535
NVIE_025180	CP007536.1	2112659	2113282	-	624	2737	3149	4212	2757	3215	2989	2961	2749	3144	1805
NVIE_025190	CP007536.1	2113286	2114113	-	828	5329	8564	9823	7242	8663	8932	8225	8303	6873	5353
NVIE_025200	CP007536.1	2114070	2114837	-	768	2123	3340	2788	1933	3012	4187	3695	3689	4569	2880
NVIE_025210	CP007536.1	2114806	2116155	-	1350	1974	3022	2674	2028	3377	3749	2821	3428	3126	2442
NVIE_2576	CP007536.1	2116152	2116709	-	558	756	700	791	849	715	989	775	841	939	652
NVIE_025220	CP007536.1	2116796	2117185	+	390	960	1227	1502	1043	1241	1630	1539	1644	1203	1163
NVIE_025230	CP007536.1	2117180	2118478	-	1299	7471	11357	9958	8028	12265	18725	17038	16520	13860	12047
NVIE_025240	CP007536.1	2118435	2119406	+	972	3693	6355	5049	3632	6334	10085	8154	8900	6974	6940
NVIE_025250	CP007536.1	2119403	2119792	-	390	879	1375	1651	1247	1634	1261	1182	1066	1196	774
NVIE_025260	CP007536.1	2119870	2120664	+	795	3221	5383	3753	2553	4933	7806	6139	7033	5631	5127
NVIE_025270	CP007536.1	2120661	2123426	-	2766	51913	75123	62627	49521	80504	99605	86752	91215	75436	65049
NVIE_025280	CP007536.1	2123575	2124228	-	654	3884	5337	5014	4190	5381	4585	4271	4546	4788	3202
NVIE_025290	CP007536.1	2124263	2124652	-	390	606	1074	735	780	1316	1924	1892	1901	1804	1453
NVIE_025300	CP007536.1	2124660	2125922	-	1263	11006	17115	13827	10339	17325	30240	24748	26345	25537	20042
NVIE_025310	CP007536.1	2125977	2126405	-	429	2949	3087	3051	4134	4192	7882	6830	6986	5802	4345
NVIE_025320	CP007536.1	2126437	2126685	-	249	362	412	454	415	559	613	453	523	342	383
NVIE_025330	CP007536.1	2126916	2127386	+	471	32	16	26	40	35	46	57	27	38	17
NVIE_025340	CP007536.1	2127448	2128605	-	1158	962	2051	1541	1765	1651	2825	2785	2736	2321	1964
NVIE_025350	CP007536.1	2128595	2129722	-	1128	1389	2161	1653	1809	2321	2825	2815	3249	2248	1878
NVIE_025360	CP007536.1	2129844	2130116	-	273	4	6	29	19	30	41	25	20	48	17
NVIE_025370	CP007536.1	2130339	2130521	-	183	365	353	388	453	469	758	716	789	433	484
NVIE_025380	CP007536.1	2130750	2131523	+	774	10193	12625	12934	6659	5719	5032	5256	3836	5168	3190
NVIE_025390	CP007536.1	2131712	2132197	-	486	393	720	799	557	733	692	768	691	512	417
NVIE_025400	CP007536.1	2132336	2132845	+	510	2158	2502	3069	2459	2922	3711	3401	2864	2570	2072
NVIE_025410	CP007536.1	2132846	2132992	-	147	173	180	262	282	227	453	497	529	293	379
NVIE_025420	CP007536.1	2133051	2133494	-	444	59	80	167	80	92	73	55	105	56	66
NVIE_025430	CP007536.1	2133583	2134125	+	543	1336	1954	1951	1466	2067	2207	2044	1747	1467	1450
NVIE_025440	CP007536.1	2134136	2134489	-	354	1574	1590	1889	2274	2069	1610	1547	1448	1297	1013
NVIE_025450	CP007536.1	2134660	2137908	-	3249	14657	21399	16247	13131	22002	35330	30603	31127	26137	22862
NVIE_025460	CP007536.1	2137991	2138455	-	465	3645	8719	8284	7780	7509	7113	7180	8775	5308	5020
NVIE_025470	CP007536.1	2138585	2138896	+	312	207	436	363	355	430	380	489	558	349	315
NVIE_025480	CP007536.1	2138927	2139457	-	531	2316	2926	2896	2752	3147	2667	3122	2603	1963	1628
NVIE_025490	CP007536.1	2139482	2140699	-	1218	10763	11583	14126	8369	9811	8273	7446	6246	7432	4571
NVIE_025500	CP007536.1	2140867	2141526	+	660	14315	16166	20310	13356	18016	17226	14107	14659	18070	10141
NVIE_025510	CP007536.1	2141616	2142200	+	585	4245	6191	5805	3982	4579	3926	3997	3666	5104	2760
NVIE_025520	CP007536.1	2142298	2143533	+	1236	23390	38512	37387	29623	42851	34750	30205	35428	26505	23181
NVIE_025530	CP007536.1	2143838	2146582	+	2745	695	1005	1112	848	1195	1185	1107	1060	870	741
NVIE_025540	CP007536.1	2146719	2147258	-	540	2772	2766	2188	3426	3534	10255	7047	8994	6598	5919
NVIE_025550	CP007536.1	2147345	2147764	-	420	114	157	175	131	226	309	216	248	153	196
