Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NMAR_RS04195	NC_010085.1	702047	702550	+	504	990	762	659	526	1305	1174	7906	645	805
NMAR_RS04200	NC_010085.1	702588	702908	+	321	177	326	279	190	417	539	3315	168	387
NMAR_RS04205	NC_010085.1	702901	703305	+	405	26	14	62	35	46	92	582	4	47
NMAR_RS04210	NC_010085.1	703382	703780	-	399	60027	32733	30319	23192	86200	99612	653092	56716	60363
NMAR_RS04215	NC_010085.1	703882	704370	-	489	68	125	99	136	147	173	1646	88	119
NMAR_RS04220	NC_010085.1	704520	705113	+	594	229	613	260	169	1508	1807	11331	487	1149
NMAR_RS09715	NC_010085.1	705619	705771	-	153	191	171	198	159	176	130	1150	38	124
NMAR_RS04225	NC_010085.1	705832	706281	-	450	12	33	42	12	29	24	252	30	30
NMAR_RS04230	NC_010085.1	706407	706634	-	228	46	86	72	40	77	117	698	75	64
NMAR_RS04235	NC_010085.1	706645	706893	-	249	259	385	437	314	689	644	7267	398	519
NMAR_RS04240	NC_010085.1	707082	707158	-	77	125	43	50	70	31	26	333	16	24
NMAR_RS04245	NC_010085.1	707231	707518	-	288	32	52	38	75	80	89	918	80	48
NMAR_RS04250	NC_010085.1	707534	708091	-	558	87	151	92	36	252	159	1613	68	150
NMAR_RS04255	NC_010085.1	708081	708473	-	393	19	23	33	16	49	36	728	80	62
NMAR_RS04260	NC_010085.1	708480	708659	-	180	10	6	20	11	39	42	555	20	19
NMAR_RS04265	NC_010085.1	708659	709180	-	522	237	299	275	242	576	555	5275	240	398
NMAR_RS04270	NC_010085.1	709185	709901	-	717	527	751	415	374	938	814	9725	527	674
NMAR_RS04275	NC_010085.1	709901	710407	-	507	74	84	145	77	381	196	2133	114	152
NMAR_RS04280	NC_010085.1	710412	710834	-	423	189	284	295	185	523	409	3939	364	293
NMAR_RS04285	NC_010085.1	710834	711157	-	324	257	338	168	220	467	394	6335	627	337
NMAR_RS04290	NC_010085.1	711154	711420	-	267	44	43	28	32	41	20	536	22	36
NMAR_RS04295	NC_010085.1	711417	711623	-	207	79	84	54	73	168	89	1672	62	133
NMAR_RS04300	NC_010085.1	711620	712375	-	756	474	782	518	461	1306	883	11795	662	918
NMAR_RS04305	NC_010085.1	712378	712836	-	459	216	266	97	164	362	286	4511	231	288
NMAR_RS04310	NC_010085.1	712842	713237	-	396	233	351	220	173	386	527	3852	188	252
NMAR_RS04315	NC_010085.1	713265	713531	-	267	52	103	64	32	197	121	2441	102	125
NMAR_RS04320	NC_010085.1	713528	714343	-	816	462	587	448	330	930	643	7934	246	529
NMAR_RS04325	NC_010085.1	714340	715335	-	996	2680	3377	2761	2619	3533	3801	39932	3367	2967
NMAR_RS04330	NC_010085.1	715541	716353	-	813	161	200	87	144	260	202	2898	154	170
NMAR_RS04335	NC_010085.1	716385	717122	-	738	1063	1254	1063	757	1691	1719	17868	1132	1313
NMAR_RS04340	NC_010085.1	717175	717591	+	417	32	60	73	92	38	42	566	57	46
NMAR_RS04345	NC_010085.1	717819	718160	+	342	104	127	98	47	153	154	1707	98	118
NMAR_RS04350	NC_010085.1	718317	718679	-	363	9	74	69	52	130	75	790	40	51
NMAR_RS04355	NC_010085.1	718761	720380	-	1620	1336	1463	1600	760	872	1075	6175	629	524
NMAR_RS04360	NC_010085.1	720467	721117	-	651	4156	3844	3334	2904	6994	6537	80802	5041	6810
NMAR_RS04365	NC_010085.1	721209	722318	-	1110	125	225	197	121	199	203	2162	148	175
NMAR_RS04370	NC_010085.1	722323	723057	-	735	49	25	52	20	38	34	371	64	49
NMAR_RS04375	NC_010085.1	723259	724383	-	1125	61	104	67	87	134	78	1373	96	157
NMAR_RS04380	NC_010085.1	724605	725285	+	681	0	0	0	0	24	16	66	12	6
NMAR_RS04385	NC_010085.1	725326	726306	-	981	283	335	202	196	207	187	3224	276	279
NMAR_RS04390	NC_010085.1	726380	727693	-	1314	640	557	539	392	645	497	5661	471	523
NMAR_RS04395	NC_010085.1	727745	727930	-	186	11	61	20	48	56	81	1060	53	54
NMAR_RS04400	NC_010085.1	728011	728697	+	687	132	162	275	141	220	205	2284	157	178
NMAR_RS04405	NC_010085.1	728698	729099	-	402	52	89	73	65	135	82	1676	75	78
NMAR_RS04410	NC_010085.1	729208	730071	+	864	2342	3094	2172	1972	2042	1472	19692	1416	1648
NMAR_RS04415	NC_010085.1	730087	730380	-	294	99	73	39	60	105	128	1007	55	94
NMAR_RS04420	NC_010085.1	730421	730969	-	549	32	35	10	18	60	28	402	18	26
NMAR_RS04425	NC_010085.1	730969	732363	-	1395	1726	2413	2031	1836	3515	3686	30612	2261	2331
NMAR_RS04430	NC_010085.1	732469	733179	-	711	506	524	476	488	617	530	5165	536	408
NMAR_RS04435	NC_010085.1	733217	733948	-	732	99	181	68	82	175	126	1483	159	156
NMAR_RS04440	NC_010085.1	734100	735152	+	1053	260	407	334	354	431	466	4372	365	355
NMAR_RS04445	NC_010085.1	735149	736402	-	1254	821	1287	1238	1006	705	763	8433	566	453
NMAR_RS04450	NC_010085.1	736555	737892	-	1338	224	284	340	269	592	619	5142	371	387
NMAR_RS04455	NC_010085.1	737983	738369	+	387	14	16	10	6	32	20	253	10	21
NMAR_RS04460	NC_010085.1	738666	738980	-	315	171	195	125	150	471	238	3025	188	321
NMAR_RS10060	NC_010085.1	739036	739485	-	450	754	1031	855	838	1305	1163	11290	820	1188
NMAR_RS04475	NC_010085.1	739895	740443	-	549	239	370	230	298	290	250	3235	203	225
NMAR_RS04480	NC_010085.1	740761	740955	+	195	0	10	8	0	6	10	76	8	20
NMAR_RS04485	NC_010085.1	741001	741828	+	828	14	14	14	38	22	38	446	10	29
NMAR_RS04490	NC_010085.1	741821	742027	-	207	10	20	8	35	20	10	116	20	16
NMAR_RS04495	NC_010085.1	742126	743235	-	1110	194	195	110	131	221	275	2100	128	185
NMAR_RS04500	NC_010085.1	743238	744203	-	966	184	215	224	146	156	220	3095	224	209
NMAR_RS09720	NC_010085.1	744303	744452	+	150	50	135	42	91	213	234	2260	39	205
NMAR_RS04505	NC_010085.1	744462	745130	-	669	121	116	112	144	121	58	808	89	110
NMAR_RS04510	NC_010085.1	745167	745436	-	270	12	0	8	0	1	0	77	0	2
NMAR_RS09725	NC_010085.1	745423	745560	-	138	0	0	6	8	6	10	28	2	7
NMAR_RS04515	NC_010085.1	745568	745960	-	393	338	661	537	477	1268	1104	12065	555	769
NMAR_RS04520	NC_010085.1	745994	747136	-	1143	297	347	205	169	323	389	3679	269	331
NMAR_RS04525	NC_010085.1	747236	747811	+	576	254	385	281	184	399	441	3716	339	313
NMAR_RS04530	NC_010085.1	747812	749020	-	1209	905	1050	1210	838	1547	1693	12375	1003	1041
NMAR_RS04535	NC_010085.1	749201	749941	-	741	82	52	18	49	108	92	1323	65	98
NMAR_RS04540	NC_010085.1	750240	751031	+	792	251	260	190	159	193	223	2143	208	196
NMAR_RS09730	NC_010085.1	751045	751191	-	147	102	101	112	105	213	295	3120	281	192
NMAR_RS04545	NC_010085.1	751329	751700	+	372	2467	2765	2022	1890	2752	2993	30671	1897	2208
NMAR_RS04550	NC_010085.1	751758	752144	+	387	295	439	99	211	307	294	3243	224	248
NMAR_RS04555	NC_010085.1	752141	752551	-	411	5225	6572	6003	4763	8221	9277	81238	6068	6159
NMAR_RS04560	NC_010085.1	752586	752804	-	219	368	528	315	447	387	287	3585	308	295
NMAR_RS04565	NC_010085.1	752798	753037	-	240	24	46	52	25	28	31	302	14	35
NMAR_RS04570	NC_010085.1	753072	753386	-	315	776	460	375	187	920	620	5854	414	585
NMAR_RS04575	NC_010085.1	753628	753915	+	288	668	1036	889	751	1077	1108	12102	745	1032
NMAR_RS04580	NC_010085.1	753964	754037	-	74	102	19	31	58	44	11	462	27	26
NMAR_RS04585	NC_010085.1	754081	754617	-	537	25	68	84	72	97	84	991	127	68
NMAR_RS04590	NC_010085.1	754698	755231	+	534	8	2	0	2	19	12	159	17	32
NMAR_RS04595	NC_010085.1	755231	755455	+	225	6	5	4	6	9	8	137	2	12
NMAR_RS04600	NC_010085.1	755452	755793	-	342	80	65	34	32	37	56	709	59	65
NMAR_RS04605	NC_010085.1	755829	756176	+	348	182	73	62	79	172	193	1818	144	150
NMAR_RS04610	NC_010085.1	756232	757455	+	1224	1370	1361	1120	1026	1626	1672	15368	1172	1268
NMAR_RS04615	NC_010085.1	757555	758112	+	558	1973	1964	1878	1660	536	544	3709	369	604
NMAR_RS04620	NC_010085.1	758109	759467	-	1359	282	246	299	196	733	729	9811	645	624
NMAR_RS04625	NC_010085.1	759537	761462	-	1926	321	248	181	296	246	341	2644	203	216
NMAR_RS04630	NC_010085.1	761506	761769	-	264	2	3	2	0	20	13	121	2	8
NMAR_RS04635	NC_010085.1	761773	763176	-	1404	214	306	199	220	404	446	5002	322	349
NMAR_RS04640	NC_010085.1	763173	764618	-	1446	824	1106	857	640	1116	1244	10893	809	961
NMAR_RS04645	NC_010085.1	764618	764884	-	267	76	31	41	74	65	79	920	90	73
NMAR_RS04650	NC_010085.1	764895	766205	-	1311	459	570	571	382	723	870	7202	352	517
NMAR_RS04655	NC_010085.1	766316	766501	+	186	20	42	57	4	47	56	600	42	53
NMAR_RS04660	NC_010085.1	766551	766760	+	210	32	40	2	18	22	19	360	34	10
NMAR_RS04665	NC_010085.1	766788	767813	+	1026	338	508	478	422	578	426	5080	289	405
NMAR_RS04670	NC_010085.1	767816	768607	-	792	109	230	179	158	253	359	2090	115	218
NMAR_RS04675	NC_010085.1	768591	769421	-	831	150	140	155	176	204	213	1511	168	159
NMAR_RS04680	NC_010085.1	769440	770528	-	1089	9790	8420	8476	5083	6885	7974	49646	5534	5258
NMAR_RS04685	NC_010085.1	770616	770966	-	351	134	158	91	67	112	156	980	74	102
NMAR_RS04690	NC_010085.1	770972	771304	-	333	20	21	14	20	25	7	266	7	26
NMAR_RS04695	NC_010085.1	771370	772098	-	729	439	736	516	444	446	446	4688	417	310
NMAR_RS04700	NC_010085.1	772111	772326	-	216	457	649	562	399	849	1042	6393	481	578
NMAR_RS04705	NC_010085.1	772407	773036	+	630	111	142	53	59	108	88	782	96	138
NMAR_RS04710	NC_010085.1	773072	773716	+	645	105	81	90	76	105	104	998	75	66
NMAR_RS04715	NC_010085.1	773772	775052	+	1281	162	188	140	77	296	270	2558	200	172
NMAR_RS04720	NC_010085.1	775045	775449	-	405	234	425	228	231	305	410	4552	204	273
NMAR_RS04725	NC_010085.1	775557	776156	+	600	5063	5669	4690	4362	5578	5936	52932	5248	4270
NMAR_RS04730	NC_010085.1	776161	776355	-	195	58	34	33	38	51	42	455	30	44
NMAR_RS04735	NC_010085.1	776452	778128	+	1677	1503	1864	1721	1380	1749	1843	18445	1464	1384
NMAR_RS04740	NC_010085.1	778118	778672	-	555	0	0	0	9	2	6	39	16	6
NMAR_RS04745	NC_010085.1	778828	780510	-	1683	87	140	73	83	115	109	1378	75	72
NMAR_RS04750	NC_010085.1	780605	780922	+	318	195	190	185	139	257	250	3156	178	238
NMAR_RS04755	NC_010085.1	780986	781231	+	246	111	130	88	106	78	74	617	29	55
NMAR_RS10010	NC_010085.1	781321	781452	+	132	120	63	45	13	180	50	451	24	81
NMAR_RS04760	NC_010085.1	781540	781806	+	267	152	137	96	94	437	343	4348	276	283
NMAR_RS09735	NC_010085.1	781803	781946	-	144	26	67	12	26	48	27	359	13	41
NMAR_RS04765	NC_010085.1	781999	782535	-	537	4	36	26	52	38	30	414	28	31
NMAR_RS04770	NC_010085.1	782577	782849	-	273	26	23	14	3	25	18	185	18	12
NMAR_RS04775	NC_010085.1	783332	783580	-	249	13	0	8	0	0	6	34	1	2
NMAR_RS04780	NC_010085.1	783638	783841	+	204	4	18	0	7	11	14	144	16	10
NMAR_RS04785	NC_010085.1	783883	784473	+	591	78	48	45	33	75	63	539	23	51
NMAR_RS04790	NC_010085.1	784509	784838	+	330	6	46	14	17	28	27	248	11	17
NMAR_RS04795	NC_010085.1	785551	785784	+	234	182	241	218	233	328	359	2933	186	265
NMAR_RS04800	NC_010085.1	785852	786319	+	468	101	116	62	68	79	46	484	52	32
NMAR_RS09740	NC_010085.1	786679	786837	+	159	152	144	70	75	42	33	328	41	66
NMAR_RS04805	NC_010085.1	786988	787221	-	234	8	10	4	22	27	20	146	19	27
NMAR_RS04810	NC_010085.1	787291	787641	+	351	40	17	16	1	18	40	340	24	17
NMAR_RS04815	NC_010085.1	788095	788304	+	210	57	76	56	50	3	0	221	4	8
NMAR_RS04820	NC_010085.1	788330	788872	+	543	431	200	134	121	281	196	1532	69	219
NMAR_RS04825	NC_010085.1	788897	789313	-	417	10	22	18	14	47	50	262	72	50
NMAR_RS04830	NC_010085.1	789419	789718	+	300	281	336	193	213	454	334	3029	241	341
NMAR_RS04835	NC_010085.1	789744	790391	-	648	678	831	952	724	156	262	1818	186	133
NMAR_RS04840	NC_010085.1	790859	791050	+	192	119	116	115	103	41	28	356	35	40
NMAR_RS04845	NC_010085.1	791128	791799	-	672	48	140	144	57	86	157	988	77	119
NMAR_RS04850	NC_010085.1	791835	792221	-	387	10	18	30	10	12	12	94	4	14
NMAR_RS04855	NC_010085.1	792290	792487	+	198	58	30	28	22	74	43	340	26	65
NMAR_RS04860	NC_010085.1	792711	792899	+	189	23	15	0	5	15	0	54	17	5
NMAR_RS04865	NC_010085.1	792948	793280	+	333	4	0	0	0	1	14	134	0	0
NMAR_RS04870	NC_010085.1	793511	794554	+	1044	24	23	35	8	371	379	4967	227	498
NMAR_RS04875	NC_010085.1	794619	794807	-	189	3383	4796	4168	3998	1255	1455	18712	1341	1196
NMAR_RS04880	NC_010085.1	794959	796308	+	1350	193	202	160	133	213	213	2984	171	197
NMAR_RS04885	NC_010085.1	796305	796901	+	597	30	96	79	40	60	31	602	37	53
NMAR_RS04890	NC_010085.1	796898	797944	+	1047	95	157	76	81	161	122	1645	82	103
NMAR_RS04895	NC_010085.1	797937	798713	+	777	26	109	57	11	101	65	1174	55	95
NMAR_RS04900	NC_010085.1	798710	799897	+	1188	662	844	555	575	695	662	7840	564	571
NMAR_RS04905	NC_010085.1	799884	800690	+	807	191	98	105	91	180	120	1461	110	135
NMAR_RS04910	NC_010085.1	801081	801764	-	684	18	74	16	30	64	68	362	38	44
NMAR_RS04920	NC_010085.1	802019	802861	-	843	957	1448	1100	984	1299	1389	13722	1011	966
NMAR_RS04925	NC_010085.1	802942	804543	+	1602	537	632	476	379	476	470	5147	389	364
NMAR_RS04930	NC_010085.1	804551	806068	-	1518	476	312	427	356	486	619	4714	374	435
NMAR_RS04935	NC_010085.1	806078	807076	-	999	345	260	271	292	394	528	4169	337	371
NMAR_RS04940	NC_010085.1	807118	807987	-	870	265	327	132	140	172	133	1073	143	94
NMAR_RS04945	NC_010085.1	808250	808537	+	288	295	415	297	301	460	331	5524	258	403
NMAR_RS04950	NC_010085.1	808540	809112	-	573	86	116	114	98	110	154	1549	96	94
NMAR_RS04955	NC_010085.1	809190	810065	-	876	152	248	112	126	323	310	2463	157	211
NMAR_RS04960	NC_010085.1	810069	811934	-	1866	879	923	915	703	1747	1682	15794	1088	1506
NMAR_RS04965	NC_010085.1	811992	812327	-	336	11	16	0	18	27	14	245	12	23
NMAR_RS04970	NC_010085.1	812404	813468	+	1065	146	84	106	53	116	110	1113	66	92
NMAR_RS04975	NC_010085.1	813482	813694	-	213	293	339	297	174	378	316	2795	164	281
NMAR_RS04980	NC_010085.1	813793	814104	+	312	478	621	584	551	1055	677	11494	664	814
NMAR_RS04985	NC_010085.1	814086	814472	-	387	50	111	84	62	106	112	710	59	100
NMAR_RS04990	NC_010085.1	814525	815034	+	510	2438	2173	1371	1375	2552	2024	22624	2268	1849
NMAR_RS04995	NC_010085.1	815086	815400	+	315	360	346	321	267	549	412	4578	298	409
NMAR_RS05000	NC_010085.1	815397	815813	-	417	1431	2362	2056	1736	1769	2405	19280	1091	1614
NMAR_RS05005	NC_010085.1	815922	816866	+	945	113	103	25	76	92	77	1151	81	86
NMAR_RS05010	NC_010085.1	816869	817006	-	138	101	86	27	102	68	77	930	95	76
NMAR_RS05015	NC_010085.1	817055	817420	-	366	191	238	158	144	323	326	2738	201	228
NMAR_RS05020	NC_010085.1	817489	818589	-	1101	200	187	314	192	239	324	2905	117	227
NMAR_RS05025	NC_010085.1	818620	819510	-	891	62	189	155	142	120	186	1275	137	106
NMAR_RS05030	NC_010085.1	819596	819799	+	204	33	0	14	12	26	33	202	27	25
NMAR_RS05035	NC_010085.1	819822	820223	-	402	89	46	81	67	181	224	1216	106	123
NMAR_RS05040	NC_010085.1	820295	820573	+	279	23	18	22	16	88	38	1244	44	39
NMAR_RS05045	NC_010085.1	820570	820974	+	405	16	18	4	22	6	10	312	8	25
NMAR_RS05050	NC_010085.1	821001	821195	-	195	76	56	12	14	30	46	324	38	30
NMAR_RS05055	NC_010085.1	821297	821575	+	279	61	41	20	29	40	31	429	37	18
NMAR_RS05060	NC_010085.1	821589	821864	+	276	0	0	0	6	7	1	39	2	13
NMAR_RS05065	NC_010085.1	821861	823369	-	1509	220	273	339	301	423	469	4395	321	462
NMAR_RS05070	NC_010085.1	823542	823787	+	246	6	10	2	30	30	25	390	12	20
NMAR_RS05075	NC_010085.1	823811	824041	-	231	278	313	313	154	776	809	3998	256	360
NMAR_RS05080	NC_010085.1	824097	824642	+	546	248	383	329	239	344	225	3352	198	247
NMAR_RS05085	NC_010085.1	824647	827205	+	2559	213	241	193	159	369	373	3789	306	243
NMAR_RS05090	NC_010085.1	827214	827495	+	282	24	12	18	14	18	16	287	21	8
NMAR_RS05095	NC_010085.1	827535	828191	+	657	84	102	127	93	151	180	1652	95	140
NMAR_RS05100	NC_010085.1	828219	830882	+	2664	2876	2896	2016	1830	3224	2347	28092	1916	2316
NMAR_RS05105	NC_010085.1	830925	831482	+	558	147	257	111	187	391	407	4909	186	306
NMAR_RS05110	NC_010085.1	831494	831889	-	396	673	965	701	647	793	945	10118	867	594
NMAR_RS05115	NC_010085.1	831890	833488	-	1599	3986	5053	4251	3781	5045	5265	50691	3602	3958
NMAR_RS05120	NC_010085.1	833495	834412	-	918	726	542	391	359	521	652	5545	499	432
NMAR_RS05125	NC_010085.1	834456	834863	-	408	36	57	32	15	80	71	896	41	57
NMAR_RS05130	NC_010085.1	834865	837357	-	2493	418	637	393	372	732	843	6336	419	573
NMAR_RS05135	NC_010085.1	837459	837881	+	423	152	184	185	133	356	348	1671	125	173
NMAR_RS05140	NC_010085.1	837893	838891	-	999	7502	8520	8024	5363	9335	9171	78833	7202	6895
NMAR_RS09940	NC_010085.1	838931	839050	-	120	17	13	12	1	13	33	181	11	16
NMAR_RS05145	NC_010085.1	839050	839580	-	531	122	126	42	66	120	170	1511	170	106
NMAR_RS05150	NC_010085.1	839615	840535	-	921	129	142	117	63	124	146	1077	110	108
NMAR_RS05155	NC_010085.1	840580	841332	-	753	199	125	106	169	189	271	2617	107	235
NMAR_RS05160	NC_010085.1	841334	842989	-	1656	753	1098	842	834	992	1233	10739	988	995
NMAR_RS05165	NC_010085.1	843027	844268	-	1242	1730	2667	1728	1620	2243	2425	22735	1604	1892
NMAR_RS05170	NC_010085.1	844342	844644	+	303	51	108	132	91	204	152	1252	112	121
NMAR_RS05175	NC_010085.1	844691	845488	+	798	137	180	118	86	165	109	1773	82	161
NMAR_RS05180	NC_010085.1	845485	846873	+	1389	96	180	52	58	169	121	1164	66	128
NMAR_RS05185	NC_010085.1	846886	847200	-	315	3437	4505	4599	3651	8499	3707	38580	2171	3263
NMAR_RS05190	NC_010085.1	847271	847600	-	330	26	164	165	150	1916	1358	14209	901	1020
NMAR_RS05195	NC_010085.1	847835	848116	+	282	1118	1639	1153	1062	258	332	2926	148	273
NMAR_RS05200	NC_010085.1	848117	848935	-	819	373	267	413	308	454	497	4139	323	391
NMAR_RS05205	NC_010085.1	848940	849692	-	753	68	136	130	159	157	173	1161	69	113
NMAR_RS05210	NC_010085.1	849754	850653	-	900	2721	6974	5749	8090	168874	76745	670918	86100	61370
NMAR_RS05215	NC_010085.1	850799	851326	+	528	0	15	4	36	436	259	2297	158	400
NMAR_RS05220	NC_010085.1	851328	852485	-	1158	713	773	934	662	1131	1225	13375	1009	887
NMAR_RS05225	NC_010085.1	852580	853506	+	927	47	73	81	50	119	134	990	64	99
NMAR_RS05230	NC_010085.1	853513	854892	-	1380	98	168	173	136	4719	2055	12639	1174	1535
NMAR_RS05235	NC_010085.1	855102	855944	+	843	10	66	43	45	3689	1859	18879	1401	1735
NMAR_RS09745	NC_010085.1	856262	856414	+	153	0	2	0	3	10	8	145	17	12
NMAR_RS05240	NC_010085.1	856416	857327	+	912	295	302	262	274	4160	1205	11707	1105	1169
NMAR_RS05245	NC_010085.1	857350	857502	+	153	28	35	53	21	1076	71	1347	25	70
NMAR_RS05250	NC_010085.1	857503	858714	-	1212	469	648	569	407	567	775	5040	496	548
NMAR_RS05255	NC_010085.1	858749	859114	-	366	69	61	42	40	52	22	348	32	34
NMAR_RS05260	NC_010085.1	859116	859526	-	411	254	269	192	212	213	257	2490	158	221
NMAR_RS05265	NC_010085.1	859607	860128	+	522	64	50	100	45	173	133	1186	85	74
NMAR_RS05270	NC_010085.1	860165	861172	+	1008	133	193	106	68	144	135	1381	63	104
NMAR_RS05275	NC_010085.1	861173	861529	-	357	62	97	54	40	128	85	1110	74	123
NMAR_RS05280	NC_010085.1	861646	863085	+	1440	122	187	126	89	135	137	1726	114	143
NMAR_RS05285	NC_010085.1	863194	864105	+	912	3349	3669	2194	2308	1930	1955	39038	1883	2792
NMAR_RS05290	NC_010085.1	864108	864515	-	408	60	60	18	18	32	41	254	27	34
NMAR_RS05295	NC_010085.1	864552	864944	-	393	32	36	40	30	35	60	559	35	46
NMAR_RS05300	NC_010085.1	864998	865576	+	579	118	99	84	67	207	201	2063	128	226
NMAR_RS05305	NC_010085.1	865566	866630	+	1065	736	912	741	707	1358	1418	12538	987	1089
NMAR_RS05310	NC_010085.1	866668	867096	-	429	1969	3116	1483	1414	3097	2019	30309	1253	2591
NMAR_RS05315	NC_010085.1	867093	867518	-	426	495	689	650	449	780	676	7440	238	594
NMAR_RS05320	NC_010085.1	867555	868400	-	846	165	216	147	189	171	233	1770	130	154
NMAR_RS05330	NC_010085.1	868653	869105	-	453	627	924	745	498	734	644	6368	615	536
NMAR_RS05335	NC_010085.1	869170	869568	-	399	501	788	631	541	364	556	4406	254	321
NMAR_RS05340	NC_010085.1	869663	870499	-	837	176	177	188	120	100	143	1660	85	104
NMAR_RS10015	NC_010085.1	870540	870671	-	132	46	83	77	30	73	112	1063	66	66
NMAR_RS09950	NC_010085.1	870928	872469	-	1542	2442	2460	1494	1580	2975	3256	21473	1868	2621
NMAR_RS05350	NC_010085.1	872507	873814	-	1308	5965	7019	4844	4380	7755	8724	73041	4882	7344
NMAR_RS05355	NC_010085.1	873891	875201	-	1311	80	193	84	85	188	225	1579	166	132
NMAR_RS09750	NC_010085.1	875343	875504	+	162	106	147	213	127	20	16	162	2	29
NMAR_RS05360	NC_010085.1	876009	876260	+	252	56	58	88	61	24	36	233	8	19
NMAR_RS05365	NC_010085.1	876296	876688	+	393	219	319	292	205	186	147	2033	142	124
NMAR_RS05370	NC_010085.1	876754	877533	-	780	47	140	77	137	160	122	1389	85	129
NMAR_RS05375	NC_010085.1	877530	879155	-	1626	592	457	444	346	529	595	4907	390	367
NMAR_RS05380	NC_010085.1	879169	879972	-	804	131	175	121	146	120	194	1544	142	111
NMAR_RS05385	NC_010085.1	879976	881619	-	1644	355	547	472	377	687	801	6945	500	666
NMAR_RS05390	NC_010085.1	881616	882884	-	1269	833	861	773	676	955	997	8088	884	761
NMAR_RS05395	NC_010085.1	882881	885049	-	2169	8243	9012	8578	7964	2819	3264	33713	2488	3090
NMAR_RS05400	NC_010085.1	885057	885296	-	240	1594	2285	2057	1636	224	197	3909	162	269
NMAR_RS05405	NC_010085.1	885569	886492	-	924	172	62	18	44	68	65	654	59	84
NMAR_RS05410	NC_010085.1	886582	886950	-	369	479	496	302	371	528	502	5531	461	499
NMAR_RS05415	NC_010085.1	886990	887958	-	969	398	599	382	391	556	591	6331	493	586
NMAR_RS05420	NC_010085.1	888128	888601	+	474	246	294	264	132	568	481	4926	317	425
NMAR_RS05425	NC_010085.1	888605	888904	+	300	113	96	42	85	65	50	765	65	61
NMAR_RS09755	NC_010085.1	888940	889089	-	150	950	770	712	688	188	209	1364	89	181
NMAR_RS05430	NC_010085.1	889196	889411	+	216	36	33	79	68	24	40	385	40	10
NMAR_RS05435	NC_010085.1	889412	890212	-	801	575	959	662	604	938	874	8604	647	677
NMAR_RS05440	NC_010085.1	890438	890620	+	183	1506	1660	1203	1398	663	682	5477	510	381
NMAR_RS05445	NC_010085.1	890620	890841	+	222	1309	1991	1754	1573	778	877	6278	460	659
NMAR_RS05450	NC_010085.1	890844	891875	-	1032	1240	1501	1315	978	1780	2201	18657	1537	1791
NMAR_RS09955	NC_010085.1	892064	892738	+	675	46	92	36	33	86	104	641	54	52
NMAR_RS05460	NC_010085.1	893103	896092	-	2990	154	250	259	160	270	252	1207	55	99
NMAR_RS05465	NC_010085.1	896241	897711	-	1471	7864	9790	10122	7941	6126	7890	56985	4869	3893
NMAR_RS05470	NC_010085.1	898094	899395	+	1302	322	507	492	543	511	483	4375	417	361
NMAR_RS05475	NC_010085.1	899385	899747	-	363	36	44	25	67	48	107	339	41	62
NMAR_RS10020	NC_010085.1	899797	899919	+	123	4	28	28	27	55	61	802	41	41
NMAR_RS05480	NC_010085.1	899956	900777	+	822	111	184	146	158	185	140	2108	165	178
NMAR_RS05485	NC_010085.1	900772	901476	-	705	1295	1454	1144	1312	990	1036	8538	547	969
NMAR_RS05490	NC_010085.1	901554	901919	+	366	77	137	112	99	237	154	2274	112	157
NMAR_RS05495	NC_010085.1	901921	902376	+	456	155	122	90	82	80	75	857	69	71
NMAR_RS05500	NC_010085.1	902379	902741	+	363	9	32	4	4	17	13	90	11	22
NMAR_RS05505	NC_010085.1	902804	903475	+	672	411	313	290	233	246	217	4379	304	354
NMAR_RS05510	NC_010085.1	903476	903883	-	408	63	49	26	80	45	133	802	38	89
NMAR_RS05515	NC_010085.1	903919	904197	-	279	67	106	50	91	90	137	1450	145	110
NMAR_RS09760	NC_010085.1	904199	904366	-	168	9	95	57	32	74	98	664	34	51
NMAR_RS05520	NC_010085.1	904421	905560	+	1140	425	740	541	486	895	810	8802	564	630
NMAR_RS05525	NC_010085.1	905562	905813	-	252	15	44	36	27	38	25	325	19	34
NMAR_RS05530	NC_010085.1	905845	906354	-	510	396	399	406	328	255	325	2953	349	173
NMAR_RS10025	NC_010085.1	906430	906552	+	123	73	84	85	79	87	101	1072	36	89
NMAR_RS05535	NC_010085.1	906617	907027	+	411	100	88	45	47	73	95	632	49	62
NMAR_RS05540	NC_010085.1	907031	907228	+	198	4	11	26	34	15	3	178	21	18
NMAR_RS05545	NC_010085.1	907229	907432	-	204	293	515	410	316	546	678	4420	282	528
NMAR_RS05550	NC_010085.1	907455	907763	-	309	1697	1745	1728	1289	1524	1789	16943	1360	1143
NMAR_RS05555	NC_010085.1	907775	909073	-	1299	41462	44325	44191	31439	43506	46702	391360	32767	31909
NMAR_RS05560	NC_010085.1	909204	910340	+	1137	2100	2620	2198	1779	2609	2840	27198	2099	2049
NMAR_RS05565	NC_010085.1	910408	910815	+	408	2103	2515	2100	2060	1842	1962	26077	2513	1696
NMAR_RS05570	NC_010085.1	910852	912618	+	1767	140	183	172	136	143	190	1508	142	150
NMAR_RS05575	NC_010085.1	912685	913338	+	654	499	636	461	263	876	568	8885	513	733
